1.000000000000000000e+00,1.700000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,3.261566162109375000e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.813789154767167178e-01,3.790089400258295882e+00,1.109344838825743906e+01,7.303358987999143181e+00,1.723051071166992188e-03,1.016121964237491682e+00,-1.096214732138494491e-01,4.460935679112311703e-01,-1.096214732138494491e-01,4.129870625312310750e-01,2.320537982056568027e-01,4.460935679112311703e-01,2.320537982056568027e-01,5.889096209466968546e-01,9.462306230648312444e-02,3.296055422435699156e-01,9.053769376935169033e-01,3.128974271989649614e-01,-1.273304632725884789e+00,3.128974271989649614e-01,2.626931606363550387e+00,-6.623614361453816768e-01,-1.273304632725884789e+00,-6.623614361453816768e-01,2.124788054551619787e+00
4.255407260354992505e-01,8.140710758701690253e-01,1.329577322179054377e+01,1.248170214592037475e+01,8.075237274169921875e-04,1.956247911733167477e+00,1.006047824836628357e-02,8.369732874901301134e-01,1.006047824836628357e-02,1.452130539512829777e-01,2.122293774932982879e-01,8.369732874901301134e-01,2.122293774932982879e-01,7.100751695087973436e-01,3.295790743414641621e-01,4.661227541139089103e-01,6.704209256585358379e-01,9.649653429407927252e-01,-1.212744830499819626e+00,9.649653429407927252e-01,4.803369656966596679e+00,-2.307053520390248913e+00,-1.212744830499819626e+00,-2.307053520390248913e+00,3.179246165342875408e+00
3.895321898839060881e-01,1.123104835825287751e+00,1.448374347306476295e+01,1.336063863723947520e+01,7.511377334594726562e-03,2.345549387425664101e+00,3.470511392652165378e-02,9.274449356220930696e-01,3.470511392652165378e-02,1.859972359643467521e-01,1.999850338588299858e-01,9.274449356220930696e-01,1.999850338588299858e-01,6.801041275030473843e-01,4.096465280119258590e-01,4.660277278478047180e-01,5.903534719880741966e-01,1.057665629421251641e+00,-1.153286723119071988e+00,1.057665629421251641e+00,4.933778389344839255e+00,-2.867525696083480735e+00,-1.153286723119071988e+00,-2.867525696083480735e+00,3.056819703899735341e+00
3.545575320785543383e-01,1.059151169281083327e+00,1.454403264607440249e+01,1.348488147679331917e+01,8.924007415771484375e-04,2.353148443430621573e+00,5.465251277618107806e-02,9.358067004756323026e-01,5.465251277618107806e-02,1.832801567125881825e-01,2.041769445068755406e-01,9.358067004756323026e-01,2.041769445068755406e-01,6.725589340388528070e-01,4.272817272907751818e-01,4.623569724523574620e-01,5.727182727092248182e-01,1.074258163606971239e+00,-1.127679344142105800e+00,1.074258163606971239e+00,4.939901417460273336e+00,-2.990972091035426494e+00,-1.127679344142105800e+00,-2.990972091035426494e+00,3.011079799271752844e+00
3.226534531410691908e-01,9.675102497109460131e-01,1.450119227164603686e+01,1.353368202193509084e+01,3.241539001464843750e-03,2.270225118626499672e+00,7.828107292424134334e-02,9.324145736017418473e-01,7.828107292424134334e-02,1.785466317466192776e-01,2.114293280409744735e-01,9.324145736017418473e-01,2.114293280409744735e-01,6.737765334275065410e-01,4.341681084340958674e-01,4.609385699557913552e-01,5.658318915659041881e-01,1.078020070939585962e+00,-1.121830851803674367e+00,1.078020070939585962e+00,4.931453098367637899e+00,-3.039176759038671349e+00,-1.121830851803674367e+00,-3.039176759038671349e+00,2.985096810559860536e+00
2.936151779526015027e-01,8.808007014179857208e-01,1.445154797472513764e+01,1.357074727330715191e+01,5.347251892089843750e-03,2.182335613946289055e+00,1.007408878383617978e-01,9.280570507993899376e-01,1.007408878383617978e-01,1.739899679896901308e-01,2.185386723912090823e-01,9.280570507993899376e-01,2.185386723912090823e-01,6.759995418174072901e-01,4.391834527999435300e-01,4.599857522372511887e-01,5.608165472000564700e-01,1.080018216610614479e+00,-1.119084889070277589e+00,1.080018216610614479e+00,4.922494012517129924e+00,-3.074284169599604599e+00,-1.119084889070277589e+00,-3.074284169599604599e+00,2.964108890306628386e+00
2.671898631972601801e-01,8.015651234345977372e-01,1.440494479193693600e+01,1.360337966850233826e+01,2.894163131713867188e-03,2.098728233528719400e+00,1.216983768514273978e-01,9.238140481207817167e-01,1.216983768514273978e-01,1.698311745112059401e-01,2.251911345708424439e-01,9.238140481207817167e-01,2.251911345708424439e-01,6.782940273824232813e-01,4.435617838435191307e-01,4.591684234854541136e-01,5.564382161564808138e-01,1.081662125137603514e+00,-1.116910713564384539e+00,1.081662125137603514e+00,4.914299995990763392e+00,-3.104932486904633748e+00,-1.116910713564384539e+00,-3.104932486904633748e+00,2.945514303166123060e+00
2.431427805234517570e-01,7.294278966259515329e-01,1.436204022618280973e+01,1.363261232955685820e+01,7.715463638305664062e-03,2.019893852044840177e+00,1.412591523426560691e-01,9.197718318345853294e-01,1.412591523426560691e-01,1.660617462745546391e-01,2.313981892218115455e-01,9.197718318345853294e-01,2.313981892218115455e-01,6.805604367555487810e-01,4.474935065216441021e-01,4.584307240957248841e-01,5.525064934783558979e-01,1.083138449019401595e+00,-1.114939453471166741e+00,1.083138449019401595e+00,4.906934724704122175e+00,-3.132454545651508493e+00,-1.114939453471166741e+00,-3.132454545651508493e+00,2.928809262641432820e+00
2.212599307648705216e-01,6.637797479630158648e-01,1.432263397752670642e+01,1.365885422956369055e+01,8.010864257812500000e-04,1.945783525112345647e+00,1.594918739896670767e-01,9.159410077021897800e-01,1.594918739896670767e-01,1.626476208415536251e-01,2.371806048628774255e-01,9.159410077021897800e-01,2.371806048628774255e-01,6.827726175240814710e-01,4.510377006097480157e-01,4.577599748871822305e-01,5.489622993902519843e-01,1.084480039946720709e+00,-1.113117515125578327e+00,1.084480039946720709e+00,4.900327007732001583e+00,-3.157263904268236221e+00,-1.113117515125578327e+00,-3.157263904268236221e+00,2.913771566565786397e+00
2.013465370432565571e-01,6.040396067123499080e-01,1.428646712631356941e+01,1.368242751960121950e+01,7.901191711425781250e-04,1.876316533077352133e+00,1.764531554114794065e-01,9.123253533877939692e-01,1.764531554114794065e-01,1.595547556715073700e-01,2.425572874688506908e-01,9.123253533877939692e-01,2.425572874688506908e-01,6.849132928885670601e-01,4.542345230458659788e-01,4.571498824261417404e-01,5.457654769541340212e-01,1.085700234119824970e+00,-1.111433583996837227e+00,1.085700234119824970e+00,4.894397132193986089e+00,-3.179641661321062074e+00,-1.111433583996837227e+00,-3.179641661321062074e+00,2.900227851982428717e+00
1.832253487138944814e-01,5.496760457014531198e-01,1.425329264443505473e+01,1.370361659873360161e+01,8.125305175781250000e-04,1.811382079332215511e+00,1.922004877548548485e-01,9.089254469681297133e-01,1.922004877548548485e-01,1.567520900564584319e-01,2.475473437164736334e-01,9.089254469681297133e-01,2.475473437164736334e-01,6.869695888237880022e-01,4.571187999872400876e-01,4.565952525723137034e-01,5.428812000127598569e-01,1.086809494752583483e+00,-1.109880820719933103e+00,1.086809494752583483e+00,4.889072084193241352e+00,-3.199831599910681224e+00,-1.109880820719933103e+00,-3.199831599910681224e+00,2.888024989466177139e+00
1.667350673300760644e-01,5.002052019463505417e-01,1.422287997939134563e+01,1.372267477744499509e+01,1.652717590332031250e-03,1.750838732066556158e+00,2.067938848519949302e-01,9.057390755730387877e-01,2.067938848519949302e-01,1.542116234583114365e-01,2.521704541615240047e-01,9.057390755730387877e-01,2.521704541615240047e-01,6.889323776219676843e-01,4.597218283110783843e-01,4.560912982117438785e-01,5.402781716889215602e-01,1.087817403566233354e+00,-1.108452214020447801e+00,1.087817403566233354e+00,4.884286725755185188e+00,-3.218052798177548635e+00,-1.108452214020447801e+00,-3.218052798177548635e+00,2.877025665566796064e+00
1.517289112704100773e-01,4.551867338068547042e-01,1.419501431830645544e+01,1.373982758449960073e+01,1.030921936035156250e-03,1.694520026437223548e+00,2.202951431493030687e-01,9.027617296543490877e-01,2.202951431493030687e-01,1.519081508364594491e-01,2.564466787050516672e-01,9.027617296543490877e-01,2.564466787050516672e-01,6.907957119739701612e-01,4.620718057356639763e-01,4.556335642845945610e-01,5.379281942643360237e-01,1.088732871429783033e+00,-1.107140320013962231e+00,1.088732871429783033e+00,4.879983197081328328e+00,-3.234502640149647501e+00,-1.107140320013962231e+00,-3.234502640149647501e+00,2.867106714180218674e+00
1.380733092560771091e-01,4.142199277677960367e-01,1.416949562141017793e+01,1.375527569364238190e+01,1.004934310913085938e-03,1.642240905321356914e+00,2.327668318030038375e-01,8.999871053299955959e-01,2.327668318030038375e-01,1.498189808260119993e-01,2.603961830966102786e-01,8.999871053299955959e-01,2.603961830966102786e-01,6.925562756375318596e-01,4.641941056081514416e-01,4.552179227343534640e-01,5.358058943918485584e-01,1.089564154531190265e+00,-1.105937487483133363e+00,1.089564154531190265e+00,4.876110146769013554e+00,-3.249358739257059980e+00,-1.105937487483133363e+00,-3.249358739257059980e+00,2.858157781021521071e+00
